mouse_model,name,bigg_accessions,hmdb_secondary,kegg_id,lipidmaps_id,inchi_key,hmdb_primary
na1,['Sodium'],"['na1[e]', 'na1_c', 'na1_g', 'na1_e', 'na1[x]', 'na1[c]', 'na1_h', 'na1_r', 'na1_m', 'na1[g]', 'na1_x', 'na1', 'na1[r]', 'na1_p']",['HMDB00588'],['C01330'],,['FKNQFGJONOIPTF-UHFFFAOYSA-N'],HMDB0000588
nac,['Nicotinate'],"['nac_e', 'nac_m', 'nac[e]', 'nac[c]', 'nac_c', 'nac_p', 'nac']",['HMDB01488'],['C00253'],,['PVNIIMVLHYAWGP-UHFFFAOYSA-M'],HMDB0001488
nad,['Nicotinamide adenine dinucleotide'],"['nad_m', 'nad[c]', 'nad_s', 'nad[e]', 'nad', 'nad_e', 'nad_x', 'nad[r]', 'nad_c', 'nad_h', 'nad_r', 'nad[m]', 'nad_f', 'nad_n', 'nad[x]', 'nad[n]']",['HMDB00902'],['C00003'],,['BAWFJGJZGIEFAR-NNYOXOHSSA-M'],HMDB0000902
nadh,['Nicotinamide adenine dinucleotide - reduced'],"['nadh[c]', 'nadh[r]', 'nadh_x', 'nadh_r', 'nadh[x]', 'nadh_f', 'nadh_h', 'nadh_m', 'nadh[e]', 'nadh', 'nadh[m]', 'nadh_c', 'nadh_s']",['HMDB01487'],['C00004'],,['BOPGDPNILDQYTO-NNYOXOHSSA-L'],HMDB0001487
nadp,['Nicotinamide adenine dinucleotide phosphate'],"['nadp_u', 'nadp_s', 'nadp[x]', 'nadp_m', 'nadp[l]', 'nadp_e', 'nadp_r', 'nadp_h', 'nadp_c', 'nadp', 'nadp[n]', 'nadp_x', 'nadp[e]', 'nadp_n', 'nadp_f', 'nadp[m]', 'nadp[r]', 'nadp[c]']",['HMDB00217'],['C00006'],,['XJLXINKUBYWONI-NNYOXOHSSA-K'],HMDB0000217
nadph,['Nicotinamide adenine dinucleotide phosphate - reduced'],"['nadph_c', 'nadph_x', 'nadph_u', 'nadph_h', 'nadph[c]', 'nadph_r', 'nadph_n', 'nadph[r]', 'nadph[l]', 'nadph_m', 'nadph_s', 'nadph[m]', 'nadph_f', 'nadph[x]', 'nadph', 'nadph[n]']","['HMDB06341', 'HMDB00221', 'HMDB00799']",['C00005'],,['ACFIXJIJDZMPPO-NNYOXOHSSA-J'],HMDB0000221
ncam,['Nicotinamide'],"['ncam_e', 'ncam_c', 'ncam', 'ncam[n]', 'ncam[e]', 'ncam[c]', 'ncam_m']",['HMDB01406'],['C00153'],,['DFPAKSUCGFBDDF-UHFFFAOYSA-N'],HMDB0001406
nh4,['Ammonium'],"['nh4_e', 'nh4_r', 'nh4_p', 'nh4_c', 'nh4_h', 'nh4[e]', 'nh4_m', 'nh4', 'nh4[m]', 'nh4[n]', 'nh4[c]', 'nh4[r]', 'nh4_n', 'nh4_x', 'nh4[x]']","['HMDB41827', 'HMDB00051']","['C01342', 'C00014']",,['QGZKDVFQNNGYKY-UHFFFAOYSA-O'],HMDB0000051
nicrns,['Nicotinate D-ribonucleoside'],"['nicrns', 'nicrns_c', 'nicrns[c]']",['HMDB06809'],['C05841'],,['PUEDDPCUCPRQNY-ZYUZMQFOSA-N'],HMDB0006809
nicrnt,['Nicotinate D-ribonucleotide'],"['nicrnt[e]', 'nicrnt_n', 'nicrnt[m]', 'nicrnt_m', 'nicrnt_c', 'nicrnt', 'nicrnt[n]', 'nicrnt[c]']",['HMDB59646'],['C01185'],,['JOUIQRNQJGXQDC-ZYUZMQFOSA-L'],HMDB0001132
nifedipine,['Nifedipine c'],"['nifedipine[c]', 'nifedipine_c', 'nifedipine', 'nifedipine[e]', 'nifedipine_e']",['HMDB15247'],['C07266'],,['HYIMSNHJOBLJNT-UHFFFAOYSA-N'],HMDB0015247
nmn,['NMN C11H14N2O8P'],"['nmn[m]', 'nmn_n', 'nmn_m', 'nmn_x', 'nmn', 'nmn[c]', 'nmn_p', 'nmn_e', 'nmn[n]', 'nmn_c']","['HMDB00229', 'HMDB59645']",['C00455'],,['DAYLJWODMCOQEW-TURQNECASA-M'],HMDB0000229
nmptrc,['N-Methylputrescine'],"['nmptrc[c]', 'nmptrc', 'nmptrc_c']","['HMDB03661', 'HMDB60258']",['C02723'],,['RMIVMBYMDISYFZ-UHFFFAOYSA-P'],HMDB0003661
no,['Nitric oxide'],"['no_c', 'no_e', 'no_p', 'no', 'no_h', 'no[e]', 'no[c]']",['HMDB03378'],['C00533'],,['MWUXSHHQAYIFBG-UHFFFAOYSA-N'],HMDB0003378
normete__L,['L-Normetanephrine'],"['normete__L_c', 'normete__L', 'normete_DASH_L_c', 'normete_L[c]', 'normete_DASH_L_e', 'normete_L[e]']",['HMDB00819'],['C05589'],,['YNYAYWLBAHXHLL-QMMMGPOBSA-O'],HMDB0000819
nrpphr,['Norepinephrine'],"['nrpphr[r]', 'nrpphr_e', 'nrpphr[e]', 'nrpphr', 'nrpphr_c', 'nrpphr[c]']","['HMDB37685', 'HMDB00216']",['C00547'],,['SFLSHLFXELFNJZ-QMMMGPOBSA-O'],HMDB0000216
o2,['O2 O2'],"['o2[x]', 'o2_e', 'o2_u', 'o2_c', 'o2_DASH__c', 'o2[m]', 'o2_h', 'o2[l]', 'o2_cx', 'o2[e]', 'o2_p', 'o2[g]', 'o2_r', 'o2_x', 'o2_l', 'o2_m', 'o2[n]', 'o2_n', 'o2[c]', 'o2[r]', 'o2']",['HMDB01377'],['C00007'],,['MYMOFIZGZYHOMD-UHFFFAOYSA-N'],HMDB0001377
o2s,['Superoxide anion'],"['o2s_x', 'o2s[c]', 'o2s_l', 'o2s', 'o2s[x]', 'o2s_m', 'o2s[e]', 'o2s_n', 'o2s_c', 'o2s_p', 'o2s[m]', 'o2s[n]', 'o2s_e']",['HMDB02168'],['C00704'],,['OUUQCZGPVNCOIJ-UHFFFAOYSA-M'],HMDB0002168
oaa,['Oxaloacetate'],"['oaa', 'oaa_c', 'oaa_e', 'oaa[x]', 'oaa_m', 'oaa[e]', 'oaa[m]', 'oaa_f', 'oaa_x', 'oaa[c]', 'oaa_p', 'oaa_h']",['HMDB00223'],['C00036'],['LMFA01170120'],['KHPXUQMNIQBQEV-UHFFFAOYSA-L'],HMDB0000223
occoa,['Octanoyl-CoA (n-C8:0CoA)'],"['occoa_m', 'occoa_c', 'occoa_x', 'occoa[m]', 'occoa[c]', 'occoa', 'occoa[x]']","['HMDB06257', 'HMDB01070']",['C01944'],['LMFA07050355'],['KQMZYOXOBSXMII-CECATXLMSA-J'],HMDB0001070
ocdca,['Octadecanoate (n-C18:0)'],"['ocdca[x]', 'ocdca', 'ocdca[c]', 'ocdca_c', 'ocdca_h', 'ocdca[m]', 'ocdca[e]', 'ocdca_e', 'ocdca_x', 'ocdca_p', 'ocdca[r]']",['HMDB00827'],['C01530'],"['LMFA01010018', 'LMFA01010047']",['QIQXTHQIDYTFRH-UHFFFAOYSA-M'],HMDB0000827
ocdcea,['Octadecenoate (n-C18:1)'],"['ocdcea[r]', 'ocdcea[c]', 'ocdcea[m]', 'ocdcea_h', 'ocdcea', 'ocdcea_l', 'ocdcea_c', 'ocdcea[l]', 'ocdcea_r', 'ocdcea_p', 'ocdcea_e', 'ocdcea[e]']","['HMDB00207', 'HMDB02066']",['C00712'],"['LMFA01030002', 'LMFA01030810', 'LMFA01030763']",['ZQPPMHVWECSIRJ-KTKRTIGZSA-M'],HMDB0000207
octa,['Octanoate (n-C8:0)'],"['octa_h', 'octa_p', 'octa[e]', 'octa_c', 'octa_e', 'octa_x', 'octa', 'octa[c]', 'octa[x]']","['HMDB62511', 'HMDB00482']",['C06423'],['LMFA01010008'],['WWZKQHOCKIZLMA-UHFFFAOYSA-M'],HMDB0000482
od2coa,['Trans-Octadec-2-enoyl-CoA'],"['od2coa_m', 'od2coa[m]', 'od2coa', 'od2coa[n]', 'od2coa[c]', 'od2coa_x', 'od2coa_c', 'od2coa[x]']","['HMDB06529', 'HMDB62633']",['C16218'],['LMFA07050385'],['NBCCUIHOHUKBMK-ZDDAFBBHSA-J'],HMDB0006529
orn,['Ornithine'],"['orn[c]', 'orn_m', 'orn[e]', 'orn', 'orn[m]', 'orn_h', 'orn_e', 'orn_p', 'orn_c']","['HMDB00818', 'HMDB32455', 'HMDB04984', 'HMDB62654', 'HMDB62718', 'HMDB00214']","['C01602', 'C00077']",['LMFA01100057'],['AHLPHDHHMVZTML-BYPYZUCNSA-O'],HMDB0000214
orn__D,['D-Ornithine'],"['orn__D_c', 'orn_D[e]', 'orn_D[x]', 'orn_D[c]', 'orn__D_p', 'orn__D_x', 'orn_DASH_D_x', 'orn__D_e', 'orn__D']",['HMDB03374'],['C00515'],,['AHLPHDHHMVZTML-SCSAIBSYSA-O'],HMDB0003374
orot,['Orotate C5H3N2O4'],"['orot[c]', 'orot_c', 'orot_e', 'orot', 'orot_p', 'orot[e]', 'orot_m']",['HMDB00226'],['C00295'],,['PXQPEWDEAKTCGB-UHFFFAOYSA-M'],HMDB0000226
orot5p,"[""Orotidine 5'-phosphate""]","['orot5p[c]', 'orot5p[e]', 'orot5p', 'orot5p_c']",['HMDB00218'],['C01103'],,['KYOBSHFOBAOFBF-XVFCMESISA-K'],HMDB0000218
oxa,['Oxalate'],"['oxa_p', 'oxa_c', 'oxa', 'oxa[c]', 'oxa[m]', 'oxa_m', 'oxa[e]', 'oxa[x]', 'oxa_x', 'oxa_e']",['HMDB02329'],['C00209'],,['MUBZPKHOEPUJKR-UHFFFAOYSA-L'],HMDB0002329
pac,['Phenylacetic acid'],"['pac_e', 'pac[m]', 'pac_m', 'pac', 'pac[c]', 'pac_p', 'pac[e]', 'pac_c']","['HMDB01326', 'HMDB00209', 'HMDB40733']","['C07086', 'C00548', 'C15583']",,['WLJVXDMOQOGPHL-UHFFFAOYSA-M'],HMDB0000209
pacald,['Phenylacetaldehyde'],"['pacald_c', 'pacald[c]', 'pacald[m]', 'pacald', 'pacald_p', 'pacald_e', 'pacald_m']",['HMDB06236'],['C00601'],,['DTUQWGWMVIHBKE-UHFFFAOYSA-N'],HMDB0006236
pan4p,"[""Pantetheine 4'-phosphate""]","['pan4p[e]', 'pan4p_x', 'pan4p_e', 'pan4p_c', 'pan4p[c]', 'pan4p[m]', 'pan4p', 'pan4p_m']",['HMDB01416'],['C01134'],,['JDMUPRLRUUMCTL-VIFPVBQESA-L'],HMDB0001416
pap,"[""Adenosine 3',5'-bisphosphate""]","['pap[r]', 'pap[g]', 'pap_x', 'pap', 'pap_g', 'pap_e', 'pap_m', 'pap_h', 'pap_c', 'pap[c]']","['HMDB00061', 'HMDB01468']",['C00054'],,['WHTCPDAXWFLDIH-KQYNXXCUSA-J'],HMDB0000061
paps,"[""3'-Phosphoadenylyl sulfate""]","['paps_g', 'paps[g]', 'paps_c', 'paps_m', 'paps[r]', 'paps', 'paps[n]', 'paps[c]', 'paps_h']","['HMDB01134', 'HMDB62646']",['C00053'],,['GACDQMDRPRGCTN-KQYNXXCUSA-J'],HMDB0001134
pdx5p,"[""Pyridoxine 5'-phosphate""]","['pdx5p', 'pdx5p[c]', 'pdx5p_c', 'pdx5p_h']",['HMDB01319'],['C00627'],,['WHOMFKWHIQZTHY-UHFFFAOYSA-L'],HMDB0001319
pe_hs,['Phosphatidylethanolamine (homo sapiens)'],"['pe_hs[c]', 'pe_hs[e]', 'pe_hs[m]', 'pe_hs_g', 'pe_hs_r', 'pe_hs_m', 'pe_hs[r]', 'pe_hs_e', 'pe_hs_c', 'pe_hs']",,['C00350'],['LMGP02010000'],,HMDB0005779
peamn,['Phenethylamine'],"['peamn_p', 'peamn[c]', 'peamn_c', 'peamn_e', 'peamn']","['HMDB60276', 'HMDB12275']",['C05332'],,['BHHGXPLMPWCGHP-UHFFFAOYSA-O'],HMDB0012275
pep,['Phosphoenolpyruvate'],"['pep_x', 'pep_f', 'pep_m', 'pep[c]', 'pep_c', 'pep', 'pep_h', 'pep_p', 'pep[m]', 'pep[e]', 'pep_e']",['HMDB00263'],['C00074'],,['DTBNBXWJWCWCIK-UHFFFAOYSA-K'],HMDB0000263
perillyl,['Perillyl alcohol'],"['perillyl', 'perillyl[e]', 'perillyl_c', 'perillyl[c]', 'perillyl_e']",['HMDB03634'],['C02452'],['LMPR0102090008'],['NDTYTMIUWGWIMO-SNVBAGLBSA-N'],HMDB0003634
phaccoa,['Phenylacetyl-CoA'],"['phaccoa', 'phaccoa_c', 'phaccoa[m]', 'phaccoa[c]']",['HMDB06503'],['C00582'],,['ZIGIFDRJFZYEEQ-CECATXLMSA-J'],HMDB0006503
phe__L,['L-Phenylalanine'],"['phe_L_p', 'phe__L_c', 'phe__L_h', 'phe_L_c', 'phe_L[m]', 'phe__L_m', 'phe__L', 'phe_DASH_L_e', 'phe_DASH_L_h', 'phe_L_e', 'phe_DASH_L_p', 'phe-L[c]', 'phe_L[e]', 'phe_L_m', 'phe__L_p', 'phe_L[c]', 'phe__L_e', 'phe_DASH_L_m', 'phe_DASH_L_c']","['HMDB00612', 'HMDB00159']","['C02057', 'C00079']",,['COLNVLDHVKWLRT-QMMMGPOBSA-N'],HMDB0000159
pheme,['Protoheme C34H30FeN4O4'],"['pheme[c]', 'pheme', 'pheme_p', 'pheme[m]', 'pheme_c', 'pheme_h', 'pheme_m', 'pheme_e', 'pheme[e]']",,['C00032'],,['KABFMIBPWCXCRK-RGGAHWMASA-J'],HMDB0003178
phllqne,['Phylloquinone'],"['phllqne', 'phllqne_c', 'phyQ', 'phyQ[c]', 'phyQ_c']","['HMDB03596', 'HMDB15157', 'HMDB03555', 'HMDB04198']",['C02059'],['LMPR02030028'],['MBWXNTAXLNYFJB-NKFFZRIASA-N'],HMDB0003555
phom,['O-Phospho-L-homoserine'],"['phom[c]', 'phom_c', 'phom', 'phom_h']","['HMDB62692', 'HMDB06495', 'HMDB03484']",['C01102'],,['FXDNYOANAXWZHG-VKHMYHEASA-L'],HMDB0003484
phpyr,['Phenylpyruvate'],"['phpyr_h', 'phpyr[m]', 'phpyr[e]', 'phpyr_e', 'phpyr', 'phpyr_c', 'phpyr_m', 'phpyr[c]', 'phpyr_p']","['HMDB01237', 'HMDB00205', 'HMDB31629']",['C00166'],,['BTNMPGBKDVTSJY-UHFFFAOYSA-M'],HMDB0000205
pi,['Phosphate'],"['pi_r', 'pi_l', 'pi[x]', 'pi_n', 'pi_e', 'pi_c', 'pi', 'pi[e]', 'pi_p', 'pi_m', 'pi_h', 'pi_g', 'pi[c]', 'pi_v', 'pi[r]', 'pi_x', 'pi[n]', 'pi_f', 'pi[m]', 'pi[l]', 'pi[g]']","['HMDB05947', 'HMDB02105', 'HMDB02142', 'HMDB01429', 'HMDB00973']",['C00009'],,['NBIIXXVUZAFLBC-UHFFFAOYSA-L'],HMDB0001429
pmtcoa,['Palmitoyl-CoA (n-C16:0CoA)'],"['pmtcoa[m]', 'pmtcoa', 'pmtcoa[l]', 'pmtcoa[x]', 'pmtcoa[c]', 'pmtcoa_m', 'pmtcoa_x', 'pmtcoa_s', 'pmtcoa_h', 'pmtcoa[r]', 'pmtcoa_r', 'pmtcoa_c']","['HMDB01338', 'HMDB59623']",['C00154'],['LMFA07050360'],['MNBKLUUYKPBKDU-BBECNAHFSA-J'],HMDB0001338
pnto__R,['(R)-Pantothenate'],"['pnto__R_e', 'pnto_DASH_R_e', 'pnto__R_p', 'pnto_DASH_R_m', 'pnto__R_m', 'pnto_R_c', 'pnto__R', 'pnto_R[e]', 'pnto_R_e', 'pnto_DASH_R_c', 'pnto__R_c', 'pnto_R_p', 'pnto_R[c]', 'pnto_R[m]', 'pnto_DASH_R_p', 'pnto-R[c]']","['HMDB00210', 'HMDB62717']",['C00864'],,['GHOKWGTUZJEAQD-ZETCQYMHSA-M'],HMDB0000210
ppbng,['Porphobilinogen'],"['ppbng_h', 'ppbng', 'ppbng_c', 'ppbng[e]', 'ppbng[c]']",['HMDB00245'],['C00931'],,['QSHWIQZFGQKFMA-UHFFFAOYSA-M'],HMDB0000245
ppcoa,['Propanoyl-CoA'],"['ppcoa', 'ppcoa[c]', 'ppcoa[m]', 'ppcoa_h', 'ppcoa_m', 'ppcoa_x', 'ppcoa_n', 'ppcoa_c', 'ppcoa[x]']",['HMDB01275'],['C00100'],['LMFA07050364'],['QAQREVBBADEHPA-IEXPHMLFSA-J'],HMDB0001275
ppi,['Diphosphate'],"['ppi_x', 'ppi_m', 'ppi_u', 'ppi[m]', 'ppi[r]', 'ppi_n', 'ppi_h', 'ppi_e', 'ppi_c', 'ppi_r', 'ppi[x]', 'ppi', 'ppi_p', 'ppi[n]', 'ppi[e]', 'ppi[c]']",['HMDB00250'],['C00013'],,['XPPKVPWEQAFLFU-UHFFFAOYSA-K'],HMDB0000250
ppmi12346p,['5 Diphosphoinositol pentakisphosphate C6H6O27P7'],"['ppmi12346p_c', 'ppmi12346p_n', 'ppmi12346p[c]', 'ppmi12346p[n]', 'ppmi12346p']",['HMDB06229'],['C11526'],,['UPHPWXPNZIOZJL-KXXVROSKSA-A'],HMDB0006229
ppp9,['Protoporphyrin'],"['ppp9[c]', 'ppp9[e]', 'ppp9_c', 'ppp9_h', 'ppp9', 'ppp9[m]', 'ppp9_m']",['HMDB00241'],['C02191'],,['KSFOVUSSGSKXFI-UJJXFSCMSA-L'],HMDB0000241
pppg9,['Protoporphyrinogen IX'],"['pppg9_c', 'pppg9_h', 'pppg9[c]', 'pppg9[m]', 'pppg9', 'pppg9_m']",['HMDB01097'],['C01079'],,['UHSGPDMIQQYNAX-UHFFFAOYSA-L'],HMDB0001097
pppi,['Inorganic triphosphate'],"['pppi', 'pppi[m]', 'pppi[c]', 'pppi_m', 'pppi_n', 'pppi_c', 'pppi[n]']","['HMDB12282', 'HMDB03379']",['C00536'],,['UNXRWKVEANCORM-UHFFFAOYSA-I'],HMDB0003379
pram,['5-Phospho-beta-D-ribosylamine'],"['pram_c', 'pram', 'pram_h', 'pram[c]']","['HMDB02347', 'HMDB01128', 'HMDB62576']",['C03090'],,['SKCBPEVYGOQGJN-TXICZTDVSA-M'],HMDB0001128
prgnlone,['Prgnlone c'],"['prgnlone[c]', 'prgnlone', 'prgnlone[r]', 'prgnlone_m', 'prgnlone_c', 'prgnlone[m]', 'prgnlone_r', 'prgnlone[e]']",['HMDB00253'],['C01953'],['LMST02030088'],['ORNBQBCIOKFOEO-QGVNFLHTSA-N'],HMDB0000253
pristanal,['Pristanal c'],"['pristanal_x', 'pristanal', 'pristanal_c', 'pristanal[x]', 'pristanal[c]']",['HMDB01958'],,['LMPR0104010012'],['IZJRIIWUSIGEAJ-UHFFFAOYSA-N'],HMDB0001958
pro__L,['L-Proline'],"['pro__L_l', 'pro_L_c', 'pro-L[e]', 'pro-L[c]', 'pro_DASH_L_m', 'pro__L_p', 'pro_L[c]', 'pro_DASH_L_p', 'pro_L[m]', 'pro_DASH_L_l', 'pro_L[r]', 'pro__L_e', 'pro__L', 'pro_L[e]', 'pro_DASH_L_r', 'pro__L_m', 'pro_DASH_L_c', 'pro_L_m', 'pro_L[l]', 'pro__L_c', 'pro_DASH_L_e', 'pro__L_r', 'pro_L_p', 'pro_L_e']",['HMDB00162'],"['C16435', 'C00148']",,['ONIBWKKTOPOVIA-BYPYZUCNSA-N'],HMDB0000162
prpncoa,['Propenoyl-CoA'],"['prpncoa_m', 'prpncoa[x]', 'prpncoa', 'prpncoa_c', 'prpncoa_n', 'prpncoa_x', 'prpncoa[m]']","['HMDB02307', 'HMDB06507']",['C00894'],"['LMFA07050283', 'LMFA07050282']",['POODSGUMUCVRTR-IEXPHMLFSA-J'],HMDB0002307
prpp,['5-Phospho-alpha-D-ribose 1-diphosphate'],"['prpp_c', 'prpp_h', 'prpp', 'prpp_e', 'prpp_x', 'prpp[c]', 'prpp[n]', 'prpp_m', 'prpp[e]']","['HMDB62643', 'HMDB00280']",['C00119'],,['PQGCEDQWHSBAJP-TXICZTDVSA-I'],HMDB0000280
pser__L,['O-Phospho-L-serine'],"['pser-L[c]', 'pser_DASH_L_p', 'pser_L_p', 'pser__L', 'pser_L[c]', 'pser__L_e', 'pser_L_e', 'pser__L_m', 'pser_DASH_L_c', 'pser__L_p', 'pser_L_c', 'pser_DASH_L_h', 'pser__L_c', 'pser_L[e]', 'pser_DASH_L_e']",['HMDB00272'],['C01005'],,['BZQFBWGGLXLEPQ-REOHCLBHSA-L'],HMDB0000272
ptrc,['Putrescine'],"['ptrc_h', 'ptrc[c]', 'ptrc[m]', 'ptrc[x]', 'ptrc[e]', 'ptrc', 'ptrc_e', 'ptrc_p', 'ptrc_m', 'ptrc_c']","['HMDB01414', 'HMDB60243']",['C00134'],,['KIDHWZJUCRJVML-UHFFFAOYSA-P'],HMDB0001414
ptth,['Pantetheine'],"['ptth[e]', 'ptth', 'ptth[m]', 'ptth[c]', 'ptth_c', 'ptth_m', 'ptth_e']",['HMDB03426'],['C00831'],,['ZNXZGRMVNNHPCA-VIFPVBQESA-N'],HMDB0003426
pyam5p,"[""Pyridoxamine 5'-phosphate""]","['pyam5p[m]', 'pyam5p', 'pyam5p[c]', 'pyam5p_m', 'pyam5p_c']",['HMDB01555'],['C00647'],,['ZMJGSOSNSPKHNH-UHFFFAOYSA-M'],HMDB0001555
pydam,['Pyridoxamine'],"['pydam_c', 'pydam_e', 'pydam[c]', 'pydam_p', 'pydam[e]', 'pydam']","['HMDB62696', 'HMDB01431']",['C00534'],,['NHZMQXZHNVQTQA-UHFFFAOYSA-O'],HMDB0001431
pydx,['Pyridoxal'],"['pydx[c]', 'pydx[e]', 'pydx_c', 'pydx_p', 'pydx', 'pydx_e']",['HMDB01545'],['C00250'],,['RADKZDMFGJYCBB-UHFFFAOYSA-N'],HMDB0001545
pydx5p,"[""Pyridoxal 5'-phosphate""]","['pydx5p_c', 'pydx5p[c]', 'pydx5p_h', 'pydx5p_e', 'pydx5p[m]', 'pydx5p[e]', 'pydx5p', 'pydx5p_m']",['HMDB01491'],['C00018'],,['NGVDGCNFYWLIFO-UHFFFAOYSA-L'],HMDB0001491
pydxn,['Pyridoxine'],"['pydxn[c]', 'pydxn_c', 'pydxn', 'pydxn_p', 'pydxn_e', 'pydxn[e]']","['HMDB02075', 'HMDB00239']",['C00314'],,['LXNHXLLTXMVWPM-UHFFFAOYSA-N'],HMDB0000239
pyr,['Pyruvate'],"['pyr', 'pyr_c', 'pyr_f', 'pyr[x]', 'pyr_x', 'pyr_h', 'pyr[c]', 'pyr_p', 'pyr[e]', 'pyr_m', 'pyr[m]', 'pyr_e']",['HMDB00243'],['C00022'],['LMFA01060077'],['LCTONWCANYUPML-UHFFFAOYSA-M'],HMDB0000243
q10,['Ubiquinone-10'],"['q10_e', 'q10[c]', 'q10[e]', 'q10_c', 'q10', 'q10_m', 'q10[m]']",['HMDB01072'],['C11378'],['LMPR02010001'],['ACTIUHUUMQJHFO-UPTCCGCDSA-N'],HMDB0001072
q10h2,['Ubiquinol-10'],"['q10h2[e]', 'q10h2_e', 'q10h2[c]', 'q10h2', 'q10h2_m', 'q10h2[m]', 'q10h2_c']",['HMDB13111'],,,['QNTNKSLOFHEFPK-UPTCCGCDSA-N'],HMDB0013111
quln,['Quinolinate'],"['quln[e]', 'quln_m', 'quln[c]', 'quln_c', 'quln']",['HMDB00232'],['C03722'],,['GJAWHXHKYYXBSV-UHFFFAOYSA-L'],HMDB0000232
r1p,['Alpha-D-Ribose 1-phosphate'],"['r1p_m', 'r1p_c', 'r1p[c]', 'r1p', 'r1p_h']",['HMDB01489'],['C00620'],,['YXJDFQJKERBOBM-TXICZTDVSA-L'],HMDB0001489
r5p,['Alpha-D-Ribose 5-phosphate'],"['r5p[m]', 'r5p_h', 'r5p', 'r5p_r', 'r5p_c', 'r5p_x', 'r5p_e', 'r5p_m', 'r5p_p', 'r5p[r]', 'r5p[c]']",,['C03736'],,['KTVPXOYAKDPRHY-AIHAYLRMSA-L'],HMDB0001548
rbl__D,['D-Ribulose'],"['rbl_DASH_D_c', 'rbl_D[e]', 'rbl__D_h', 'rbl__D_c', 'rbl_D_c', 'rbl__D', 'rbl_D[c]']",['HMDB00621'],['C00309'],,['ZAQJHHRNXZUBTE-NQXXGFSBSA-N'],HMDB0000621
rbt,['Ribitol'],"['rbt_e', 'rbt_c', 'rbt[c]', 'rbt', 'rbt[e]']",['HMDB00508'],['C00474'],,['HEBKCHPVOIAQTA-ZXFHETKHSA-N'],HMDB0000508
retinal,['All-trans-Retinal'],"['retinal[c]', 'retinal[r]', 'retinal[e]', 'retinal_r', 'retinal_h', 'retinal', 'retinal_s', 'retinal_c']",['HMDB01358'],['C00376'],['LMPR01090002'],['NCYCYZXNIZJOKI-OVSJKPMPSA-N'],HMDB0001358
retinal_11_cis,['11-cis-Retinal'],"['retinal__11__cis_c', 'retinal_11_cis_c', 'retinal_DASH_11_DASH_cis_s', 'retinal_11_cis[c]', 'retinal_DASH_11_DASH_cis_c', 'retinal_11_cis']",['HMDB02152'],['C02110'],['LMPR01090003'],['NCYCYZXNIZJOKI-IOUUIBBYSA-N'],HMDB0002152
retinol,['All-trans-Retinol'],"['retinol_c', 'retinol[c]', 'retinol_s', 'retinol[r]', 'retinol', 'retinol_e', 'retinol[e]']",['HMDB00305'],"['C00473', 'C17276']","['LMPR01090000', 'LMPR01090001']",['FPIPGXGPPPQFEQ-OVSJKPMPSA-N'],HMDB0000305
retn,['Retinoate'],"['retn_n', 'retn_r', 'retn[r]', 'retn_e', 'retn', 'retn[e]', 'retn_c', 'retn[n]', 'retn[c]']",['HMDB01852'],['C00777'],['LMPR01090019'],['SHGAZHPCJJPHSC-YCNIQYBTSA-M'],HMDB0001852
rib__D,['D-Ribose'],"['rib_DASH_D_p', 'rib__D', 'rib_D_x', 'rib__D_p', 'rib_D_e', 'rib_DASH_D_e', 'rib_D[c]', 'rib_D[e]', 'rib__D_c', 'rib-D[e]', 'rib__D_e', 'rib-D[c]', 'rib_D_c', 'rib_D_p', 'rib_DASH_D_c']",['HMDB00283'],"['C00121', 'C21057']",,['HMFHBZSHGGEWLO-SOOFDHNKSA-N'],HMDB0000283
ribflv,['Riboflavin C17H20N4O6'],"['ribflv[c]', 'ribflv[e]', 'ribflv_m', 'ribflv', 'ribflv_h', 'ribflv_c', 'ribflv_e', 'ribflv_p']",['HMDB00244'],['C00255'],,['AUNGANRZJHBGPY-SCRDCRAPSA-M'],HMDB0000244
rnam,['N Ribosylnicotinamide C11H15N2O5'],"['rnam_c', 'rnam[c]', 'rnam_e', 'rnam', 'rnam_p']",['HMDB00855'],['C03150'],,['JLEBZPBDRKPWTD-TURQNECASA-O'],HMDB0000855
ru5p__D,['D-Ribulose 5-phosphate'],"['ru5p_D_r', 'ru5p_DASH_D_h', 'ru5p_D_c', 'ru5p_DASH_D_r', 'ru5p__D_r', 'ru5p_D[c]', 'ru5p__D_h', 'ru5p_DASH_D_c', 'ru5p__D', 'ru5p_D_x', 'ru5p-D[c]', 'ru5p__D_c', 'ru5p_D[r]']","['HMDB02033', 'HMDB00618', 'HMDB02694']",['C00199'],,['FNZLKVNUWIIPSJ-UHNVWZDZSA-L'],HMDB0000618
s7p,['Sedoheptulose 7-phosphate'],"['s7p_c', 's7p[c]', 's7p', 's7p_h', 's7p_x']","['HMDB01068', 'HMDB62754']",['C05382'],,['JDTUMPKOJBQPKX-GBNDHIKLSA-L'],HMDB0001068
saccrp__L,['L Saccharopine C11H19N2O6'],"['saccrp__L', 'saccrp__L_c', 'saccrp_L[m]', 'saccrp_DASH_L_c', 'saccrp_L[e]', 'saccrp_L_c', 'saccrp__L_m', 'saccrp_DASH_L_m', 'saccrp_L_m', 'saccrp_L[c]']","['HMDB62698', 'HMDB00279']",['C00449'],,['ZDGJAHTZVHVLOT-YUMQZZPRSA-M'],HMDB0000279
